C44F33640B49
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
  2022/3/2,   12:32:3,    100.00,    -,              -,              -,        96,        32,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.260000,41.933594,1002.312317,    -
  2022/3/2,   12:32:8,    100.00,    -,              -,              -,        96,        32,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.290001,42.438477,1002.308838,    -
  2022/3/2,  12:32:17,    100.00,    -,              -,              -,        48,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.340000,56.690430,1002.302002,    -
  2022/3/2,  12:32:22,    100.00,    -,              -,              -,       177,        45,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.379999,50.453125,1002.308105,    -
  2022/3/2,  12:32:27,    100.00,    -,              -,              -,       159,        42,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.420000,47.058594,1002.313049,    -
  2022/3/2,  12:32:32,    100.00,    -,              -,              -,       159,        42,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.450001,45.333008,1002.304871,    -
  2022/3/2,  12:32:37,    100.00,    -,              -,              -,       147,        38,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.480000,44.208984,1002.312500,    -
  2022/3/2,  12:32:42,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.510000,43.319336,1002.307556,    -
  2022/3/2,  12:32:50,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.559999,42.620117,1002.312805,    -
  2022/3/2,  12:32:55,    100.00,    -,              -,              -,        39,        13,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2, 21.600000,44.633789,1002.318298,    -
  2022/3/2,   12:33:0,    100.00,    -,              -,              -,       309,        95,        52,         3,         3,         3,         2,         4,         6,         2,         4,         6, 21.629999,44.648438,1002.329346,    -
  2022/3/2,   12:33:5,    100.00,    -,              -,              -,       318,        98,        46,         0,         0,         0,         2,         3,         3,         2,         3,         3, 21.670000,45.052734,1002.331726,    -
  2022/3/2,  12:33:10,    100.00,    -,              -,              -,        57,        19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.700001,47.021484,1002.339355,    -
  2022/3/2,  12:33:16,    100.00,    -,              -,              -,        57,        19,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.740000,47.292969,1002.335022,    -
  2022/3/2,  12:33:24,    100.00,    -,              -,              -,        45,        15,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.770000,47.687500,1002.318115,    -
  2022/3/2,  12:33:29,    100.00,    -,              -,              -,        36,        12,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.809999,44.208008,1002.321899,    -
  2022/3/2,  12:33:34,    100.00,    -,              -,              -,       261,        79,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1, 21.850000,43.294922,1002.317505,    -
  2022/3/2,  12:33:39,    100.00,    -,              -,              -,       267,        77,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1, 21.879999,42.237305,1002.319519,    -
  2022/3/2,  12:33:44,    100.00,    -,              -,              -,       288,        84,         6,         3,         3,         3,         1,         1,         4,         1,         1,         4, 21.910000,41.615234,1002.316406,    -
  2022/3/2,  12:33:49,    100.00,    -,              -,              -,        75,        21,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2, 21.950001,41.214844,1002.321167,    -
  2022/3/2,  12:33:58,    100.00,    -,              -,              -,        30,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 21.990000,41.153320,1002.308594,    -
  2022/3/2,   12:34:3,    100.00,    -,              -,              -,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.030001,40.831055,1002.303772,    -
  2022/3/2,   12:34:8,    100.00,    -,              -,              -,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.059999,40.744141,1002.308777,    -
  2022/3/2,  12:34:13,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.090000,40.702148,1002.304993,    -
  2022/3/2,  12:34:18,    100.00,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.120001,40.257812,1002.304871,    -
